State,County,# Firearm Fatalities,County Value,AIAN,Asian,Black,Hispanic,White
Mississippi,Noxubee,15,28,,,,,
Mississippi,Oktibbeha,23,9,,,11,,9
Mississippi,Panola,46,27,,,28,,27
Mississippi,Pearl River,49,18,,,,,
Mississippi,Perry,,,,,,,
Mississippi,Pike,53,27,,,30,,23
Mississippi,Pontotoc,22,14,,,,,
Mississippi,Prentiss,19,15,,,,,
Mississippi,Quitman,,,,,,,
Mississippi,Rankin,122,16,,,11,,18
Mississippi,Scott,32,23,,,24,,26
Mississippi,Sharkey,,,,,,,
Mississippi,Simpson,27,20,,,,,
Mississippi,Smith,23,29,,,,,
Mississippi,Stone,13,14,,,,,
Mississippi,Sunflower,36,28,,,,,
Mississippi,Tallahatchie,15,21,,,,,
Mississippi,Tate,23,16,,,,,
Mississippi,Tippah,27,24,,,,,
Mississippi,Tishomingo,27,28,,,,,
Mississippi,Tunica,12,24,,,,,
Mississippi,Union,20,14,,,,,
Mississippi,Walthall,11,15,,,,,
Mississippi,Warren,48,21,,,24,,19
Mississippi,Washington,97,42,,,47,,31
Mississippi,Wayne,26,25,,,,,
Mississippi,Webster,13,27,,,,,
Mississippi,Wilkinson,20,45,,,,,
Mississippi,Winston,17,19,,,,,
Mississippi,Yalobusha,,,,,,,
Mississippi,Yazoo,37,26,,,33,,22
Missouri,Adair,16,13,,,,,
Missouri,Andrew,12,14,,,,,
Missouri,Atchison,,,,,,,
Missouri,Audrain,19,15,,,,,
Missouri,Barry,27,15,,,,,
Missouri,Barton,,,,,,,
Missouri,Bates,,,,,,,
Missouri,Benton,29,30,,,,,
Missouri,Bollinger,11,18,,,,,
Missouri,Boone,108,12,,,39,,10
Missouri,Buchanan,65,15,,,,,
Missouri,Butler,41,19,,,,,
Missouri,Caldwell,,,,,,,
Missouri,Callaway,31,14,,,,,
Missouri,Camden,36,16,,,,,
Missouri,Cape Girardeau,66,17,,,51,,14
Missouri,Carroll,,,,,,,
Missouri,Carter,10,33,,,,,
Missouri,Cass,107,21,,,,,
Missouri,Cedar,12,17,,,,,
Missouri,Chariton,,,,,,,
Missouri,Christian,69,16,,,,,
Missouri,Clark,,,,,,,
Missouri,Clay,192,16,,,23,14,15
Missouri,Clinton,18,18,,,,,
Missouri,Cole,65,17,,,33,,14
Missouri,Cooper,,,,,,,
Missouri,Crawford,26,22,,,,,
Missouri,Dade,,,,,,,
Missouri,Dallas,17,20,,,,,
Missouri,Daviess,10,24,,,,,
Missouri,DeKalb,10,16,,,,,
Missouri,Dent,10,13,,,,,
Missouri,Douglas,21,32,,,,,
Missouri,Dunklin,32,21,,,,,
Missouri,Franklin,89,17,,,,,
Missouri,Gasconade,14,19,,,,,
Missouri,Gentry,,,,,,,
Missouri,Greene,221,15,,,20,,15
Missouri,Grundy,10,20,,,,,
Missouri,Harrison,,,,,,,
Missouri,Henry,25,23,,,,,
Missouri,Hickory,11,23,,,,,
Missouri,Holt,,,,,,,
Missouri,Howard,12,24,,,,,
Missouri,Howell,45,22,,,,,
Missouri,Iron,10,20,,,,,
Missouri,Jackson,1038,30,,,65,19,19
Missouri,Jasper,102,17,,,,,
Missouri,Jefferson,203,18,,,,,
Missouri,Johnson,33,12,,,,,
Missouri,Knox,,,,,,,
Missouri,Laclede,31,17,,,,,
Missouri,Lafayette,22,13,,,,,
Missouri,Lawrence,36,19,,,,,
Missouri,Lewis,,,,,,,
Missouri,Lincoln,48,17,,,,,
Missouri,Linn,15,25,,,,,
Missouri,Livingston,12,16,,,,,
Missouri,Macon,15,20,,,,,
Missouri,Madison,,,,,,,
Missouri,Maries,,,,,,,
Missouri,Marion,24,17,,,,,
Missouri,McDonald,16,14,,,,,
Missouri,Mercer,,,,,,,
Missouri,Miller,19,15,,,,,
Missouri,Mississippi,17,25,,,,,
Missouri,Moniteau,,,,,,,
Missouri,Monroe,,,,,,,
Missouri,Montgomery,13,22,,,,,
Missouri,Morgan,12,12,,,,,
Missouri,New Madrid,22,25,,,,,
Missouri,Newton,44,15,,,,,
Missouri,Nodaway,10,9,,,,,
Missouri,Oregon,13,24,,,,,
Missouri,Osage,16,23,,,,,
Missouri,Ozark,,,,,,,
Missouri,Pemiscot,25,30,,,,,
Missouri,Perry,12,13,,,,,
Missouri,Pettis,22,10,,,,,
Missouri,Phelps,32,14,,,,,
Missouri,Pike,16,17,,,,,
Missouri,Platte,72,14,,,,,
Missouri,Polk,21,13,,,,,
Missouri,Pulaski,40,15,,,,,
Missouri,Putnam,,,,,,,
Missouri,Ralls,,,,,,,
Missouri,Randolph,26,21,,,,,
Missouri,Ray,17,15,,,,,
Missouri,Reynolds,11,35,,,,,
Missouri,Ripley,18,27,,,,,
Missouri,Saline,16,14,,,,,
Missouri,Schuyler,,,,,,,
Missouri,Scotland,,,,,,,
Missouri,Scott,38,20,,,42,,17
Missouri,Shannon,,,,,,,
Missouri,Shelby,,,,,,,
Missouri,St. Charles,209,11,,,17,,10
Missouri,St. Clair,10,21,,,,,
Missouri,St. Francois,53,16,,,,,
Missouri,St. Louis,1030,21,,,51,11,11
Missouri,St. Louis City,762,50,,,86,,18
Missouri,Ste. Genevieve,12,13,,,,,
Missouri,Stoddard,24,16,,,,,
Missouri,Stone,42,27,,,,,
Missouri,Sullivan,,,,,,,
Missouri,Taney,47,17,,,,,
Missouri,Texas,26,20,,,,,
Missouri,Vernon,16,16,,,,,
Missouri,Warren,26,15,,,,,
Missouri,Washington,21,17,,,,,
Missouri,Wayne,19,29,,,,,
Missouri,Webster,37,19,,,,,
Missouri,Worth,,,,,,,
Missouri,Wright,16,17,,,,,
Montana,Beaverhead,10,21,,,,,
Montana,Big Horn,18,27,,,,,
Montana,Blaine,,,,,,,
Montana,Broadwater,,,,,,,
Montana,Carbon,14,26,,,,,
Montana,Carter,,,,,,,
Montana,Cascade,76,19,,,,,
Montana,Chouteau,,,,,,,
Montana,Custer,,,,,,,
Montana,Daniels,,,,,,,
Montana,Dawson,,,,,,,
Montana,Deer Lodge,19,42,,,,,
Montana,Fallon,,,,,,,
Montana,Fergus,12,21,,,,,
Montana,Flathead,91,18,,,,,
Montana,Gallatin,82,15,,,,,
Montana,Garfield,,,,,,,
Montana,Glacier,14,20,,,,,
Montana,Golden Valley,,,,,,,
Montana,Granite,,,,,,,
Montana,Hill,,,,,,,
Montana,Jefferson,13,22,,,,,
Montana,Judith Basin,,,,,,,
Montana,Lake,38,25,26,,,,24
Montana,Lewis and Clark,64,19,,,,,
Montana,Liberty,,,,,,,
Montana,Lincoln,27,28,,,,,
Montana,Madison,,,,,,,
Montana,McCone,,,,,,,
Montana,Meagher,,,,,,,
Montana,Mineral,,,,,,,
Montana,Missoula,106,18,,,,,
Montana,Musselshell,,,,,,,
Montana,Park,21,26,,,,,
Montana,Petroleum,,,,,,,
Montana,Phillips,10,49,,,,,
Montana,Pondera,,,,,,,
Montana,Powder River,,,,,,,
Montana,Powell,,,,,,,
Montana,Prairie,,,,,,,
Montana,Ravalli,55,26,,,,,
Montana,Richland,13,23,,,,,
Montana,Roosevelt,,,,,,,
Montana,Rosebud,11,24,,,,,
Montana,Sanders,13,22,,,,,
Montana,Sheridan,,,,,,,
Montana,Silver Bow,48,28,,,,,
Montana,Stillwater,,,,,,,
Montana,Sweet Grass,,,,,,,
Montana,Teton,,,,,,,
Montana,Toole,,,,,,,
Montana,Treasure,,,,,,,
Montana,Valley,,,,,,,
Montana,Wheatland,,,,,,,
Montana,Wibaux,,,,,,,
Montana,Yellowstone,145,18,,,,,
Nebraska,Adams,,,,,,,
Nebraska,Antelope,,,,,,,
Nebraska,Arthur,,,,,,,
Nebraska,Banner,,,,,,,
Nebraska,Blaine,,,,,,,
Nebraska,Boone,,,,,,,
Nebraska,Box Butte,,,,,,,
Nebraska,Boyd,,,,,,,
Nebraska,Brown,,,,,,,
Nebraska,Buffalo,21,8,,,,,
Nebraska,Burt,,,,,,,
Nebraska,Butler,,,,,,,
Nebraska,Cass,11,8,,,,,
Nebraska,Cedar,,,,,,,
Nebraska,Chase,,,,,,,
Nebraska,Cherry,,,,,,,
Nebraska,Cheyenne,11,23,,,,,
Nebraska,Clay,,,,,,,
Nebraska,Colfax,,,,,,,
Nebraska,Cuming,,,,,,,
Nebraska,Custer,11,20,,,,,
Nebraska,Dakota,,,,,,,
Nebraska,Dawes,,,,,,,
Nebraska,Dawson,11,9,,,,,
Nebraska,Deuel,,,,,,,
Nebraska,Dixon,,,,,,,
Nebraska,Dodge,17,9,,,,,
Nebraska,Douglas,310,11,,,29,5,10
Nebraska,Dundy,,,,,,,
Nebraska,Fillmore,,,,,,,
Nebraska,Franklin,,,,,,,
Nebraska,Frontier,,,,,,,
Nebraska,Furnas,,,,,,,
Nebraska,Gage,13,12,,,,,
Nebraska,Garden,,,,,,,
Nebraska,Garfield,,,,,,,
Nebraska,Gosper,,,,,,,
Nebraska,Grant,,,,,,,
Nebraska,Greeley,,,,,,,
Nebraska,Hall,23,7,,,,,
Nebraska,Hamilton,,,,,,,
Nebraska,Harlan,,,,,,,
Nebraska,Hayes,,,,,,,
Nebraska,Hitchcock,,,,,,,
Nebraska,Holt,,,,,,,
Nebraska,Hooker,,,,,,,
Nebraska,Howard,,,,,,,
Nebraska,Jefferson,,,,,,,
Nebraska,Johnson,,,,,,,
Nebraska,Kearney,,,,,,,
Nebraska,Keith,,,,,,,
Nebraska,Keya Paha,,,,,,,
Nebraska,Kimball,,,,,,,
Nebraska,Knox,,,,,,,
Nebraska,Lancaster,115,7,,,16,,7
Nebraska,Lincoln,13,7,,,,,
Nebraska,Logan,,,,,,,
Nebraska,Loup,,,,,,,
Nebraska,Madison,22,13,,,,,
Nebraska,McPherson,,,,,,,
Nebraska,Merrick,,,,,,,
Nebraska,Morrill,,,,,,,
Nebraska,Nance,,,,,,,
Nebraska,Nemaha,,,,,,,
Nebraska,Nuckolls,,,,,,,
Nebraska,Otoe,11,14,,,,,
Nebraska,Pawnee,,,,,,,
Nebraska,Perkins,,,,,,,
Nebraska,Phelps,10,22,,,,,
Nebraska,Pierce,,,,,,,
Nebraska,Platte,11,7,,,,,
Nebraska,Polk,,,,,,,
Nebraska,Red Willow,,,,,,,
Nebraska,Richardson,,,,,,,
Nebraska,Rock,,,,,,,
Nebraska,Saline,,,,,,,
Nebraska,Sarpy,62,7,,,,,
Nebraska,Saunders,,,,,,,
Nebraska,Scotts Bluff,14,8,,,,,
Nebraska,Seward,,,,,,,
Nebraska,Sheridan,,,,,,,
Nebraska,Sherman,,,,,,,
Nebraska,Sioux,,,,,,,
Nebraska,Stanton,,,,,,,
Nebraska,Thayer,,,,,,,
Nebraska,Thomas,,,,,,,
Nebraska,Thurston,,,,,,,
Nebraska,Valley,,,,,,,
Nebraska,Washington,10,10,,,,,
Nebraska,Wayne,,,,,,,
Nebraska,Webster,,,,,,,
Nebraska,Wheeler,,,,,,,
Nebraska,York,,,,,,,
Nevada,Carson City,50,18,,,,,
Nevada,Churchill,27,22,,,,,
Nevada,Clark,1729,16,,8,25,8,20
Nevada,Douglas,46,19,,,,,
Nevada,Elko,78,30,,,,23,32
Nevada,Esmeralda,,,,,,,
Nevada,Eureka,,,,,,,
Nevada,Humboldt,25,30,,,,,
Nevada,Lander,,,,,,,
Nevada,Lincoln,,,,,,,
Nevada,Lyon,61,22,,,,,
Nevada,Mineral,,,,,,,
Nevada,Nye,64,29,,,,,
Nevada,Pershing,,,,,,,
Nevada,Storey,,,,,,,
Nevada,Washoe,373,16,,6,21,9,20
Nevada,White Pine,11,23,,,,,
New Hampshire,Belknap,41,13,,,,,
New Hampshire,Carroll,37,15,,,,,
New Hampshire,Cheshire,53,14,,,,,
New Hampshire,Coos,28,18,,,,,
New Hampshire,Grafton,55,12,,,,,
New Hampshire,Hillsborough,211,10,,,,,
New Hampshire,Merrimack,75,10,,,,,
New Hampshire,Rockingham,121,8,,,,,
New Hampshire,Strafford,57,9,,,,,
New Hampshire,Sullivan,32,15,,,,,
New Jersey,Atlantic,122,9,,,28,,7
New Jersey,Bergen,97,2,,,5,2,2
New Jersey,Burlington,114,5,,,9,,5
New Jersey,Camden,220,9,,,23,11,4
New Jersey,Cape May,27,6,,,,,
New Jersey,Cumberland,68,9,,,25,,7
New Jersey,Essex,472,12,,,26,4,2
New Jersey,Gloucester,76,5,,,9,,5
New Jersey,Hudson,119,4,,,18,2,2
New Jersey,Hunterdon,35,6,,,,,
New Jersey,Mercer,127,7,,,21,3,4
New Jersey,Middlesex,111,3,,,6,2,3
New Jersey,Monmouth,101,3,,,9,,3
New Jersey,Morris,58,2,,,,,
New Jersey,Ocean,115,4,,,,,
New Jersey,Passaic,118,5,,,22,2,3
New Jersey,Salem,33,10,,,29,,7
New Jersey,Somerset,40,2,,,8,,2
New Jersey,Sussex,35,5,,,,,
New Jersey,Union,113,4,,,10,3,2
New Jersey,Warren,25,5,,,,,
New Mexico,Bernalillo,714,21,14,12,37,20,23
New Mexico,Catron,,,,,,,
New Mexico,Chaves,83,26,,,,22,29
New Mexico,Cibola,25,19,,,,,
New Mexico,Colfax,16,26,,,,,
New Mexico,Curry,46,18,,,,11,22
New Mexico,De Baca,,,,,,,
New Mexico,Dona Ana,142,13,,,,9,23
New Mexico,Eddy,90,31,,,,24,40
New Mexico,Grant,41,30,,,,20,40
New Mexico,Guadalupe,,,,,,,
New Mexico,Harding,,,,,,,
New Mexico,Hidalgo,,,,,,,
New Mexico,Lea,67,19,,,,14,24
New Mexico,Lincoln,34,35,,,,,
New Mexico,Los Alamos,,,,,,,
New Mexico,Luna,36,30,,,,15,65
New Mexico,McKinley,43,12,,,,,
New Mexico,Mora,,,,,,,
New Mexico,Otero,85,26,,,,16,36
New Mexico,Quay,15,36,,,,,
New Mexico,Rio Arriba,40,20,,,,,
New Mexico,Roosevelt,22,23,,,,25,24
New Mexico,San Juan,113,19,10,,,19,27
New Mexico,San Miguel,28,20,,,,15,39
New Mexico,Sandoval,110,15,14,,,13,19
New Mexico,Santa Fe,117,16,,,,13,17
New Mexico,Sierra,20,36,,,,,
New Mexico,Socorro,15,18,,,,,
New Mexico,Taos,43,26,,,,18,42
New Mexico,Torrance,26,34,,,,,
New Mexico,Union,,,,,,,
New Mexico,Valencia,66,17,,,,14,23
New York,Albany,85,6,,,11,,5
New York,Allegany,29,12,,,,,
New York,Bronx,312,4,,,8,3,3
New York,Broome,49,5,,,,,
New York,Cattaraugus,35,9,,,,,
New York,Cayuga,12,3,,,,,
New York,Chautauqua,52,8,,,,,
New York,Chemung,26,6,,,,,
New York,Chenango,22,9,,,,,
New York,Clinton,26,6,,,,,
New York,Columbia,29,10,,,,,
New York,Cortland,10,4,,,,,
New York,Delaware,22,10,,,,,
New York,Dutchess,88,6,,,6,,7
New York,Erie,338,7,,,25,10,4
New York,Essex,12,6,,,,,
New York,Franklin,14,6,,,,,
New York,Fulton,20,7,,,,,
New York,Genesee,12,4,,,,,
New York,Greene,16,7,,,,,
New York,Hamilton,,,,,,,
New York,Herkimer,19,6,,,,,
New York,Jefferson,37,7,,,,,
New York,Kings,509,4,,1,9,3,1
New York,Lewis,13,10,,,,,
New York,Livingston,23,7,,,,,
New York,Madison,22,6,,,,,
New York,Monroe,247,7,,,18,6,4
New York,Montgomery,19,8,,,,,
New York,Nassau,167,2,,,5,2,2
New York,New York,127,2,,,5,2,1
New York,Niagara,73,7,,,17,,6
New York,Oneida,71,6,,,13,,6
New York,Onondaga,169,7,,,28,11,4
New York,Ontario,32,6,,,,,
New York,Orange,110,6,,,11,4,6
New York,Orleans,15,7,,,,,
New York,Oswego,36,6,,,,,
New York,Otsego,21,7,,,,,
New York,Putnam,13,3,,,,,
New York,Queens,247,2,,1,6,1,2
New York,Rensselaer,32,4,,,,,
New York,Richmond,74,3,,,8,3,3
New York,Rockland,41,3,,,,,
New York,Saratoga,63,6,,,,,
New York,Schenectady,35,5,,,,,
New York,Schoharie,14,9,,,,,
New York,Schuyler,,,,,,,
New York,Seneca,,,,,,,
New York,St. Lawrence,32,6,,,,,
New York,Steuben,38,8,,,,,
New York,Suffolk,278,4,,,9,2,4
New York,Sullivan,36,10,,,,,
New York,Tioga,19,8,,,,,
New York,Tompkins,17,3,,,,,
New York,Ulster,55,6,,,,,
New York,Warren,25,8,,,,,
New York,Washington,17,6,,,,,
New York,Wayne,23,5,,,,,
New York,Westchester,126,3,,,4,1,3
New York,Wyoming,20,10,,,,,
New York,Yates,,,,,,,
North Carolina,Alamance,103,13,,,18,,12
North Carolina,Alexander,39,21,,,,,
North Carolina,Alleghany,10,18,,,,,
North Carolina,Anson,33,26,,,34,,21
North Carolina,Ashe,22,16,,,,,
North Carolina,Avery,12,14,,,,,
North Carolina,Beaufort,46,19,,,20,,21
North Carolina,Bertie,13,13,,,,,
North Carolina,Bladen,34,20,,,24,,15
North Carolina,Brunswick,75,11,,,16,,12
North Carolina,Buncombe,161,13,,,26,,12
North Carolina,Burke,66,15,,,,,
North Carolina,Cabarrus,95,9,,,10,,10
North Carolina,Caldwell,68,17,,,,,
North Carolina,Camden,,,,,,,
North Carolina,Carteret,61,18,,,,,
North Carolina,Caswell,23,20,,,,,
North Carolina,Catawba,126,16,,,24,,16
North Carolina,Chatham,34,9,,,,,
North Carolina,Cherokee,30,21,,,,,
North Carolina,Chowan,11,16,,,,,
North Carolina,Clay,,,,,,,
North Carolina,Cleveland,78,16,,,20,,15
North Carolina,Columbus,64,23,,,30,,20
North Carolina,Craven,65,13,,,18,,13
North Carolina,Cumberland,289,18,,,21,9,17
North Carolina,Currituck,21,16,,,,,
North Carolina,Dare,23,13,,,,,
North Carolina,Davidson,110,13,,,14,,15
North Carolina,Davie,29,14,,,,,
North Carolina,Duplin,21,7,,,,,
North Carolina,Durham,226,15,,,26,7,8
North Carolina,Edgecombe,66,25,,,27,,23
North Carolina,Forsyth,227,12,,,17,9,11
North Carolina,Franklin,56,17,,,22,,17
North Carolina,Gaston,154,14,,,19,,14
North Carolina,Gates,10,17,,,,,
North Carolina,Graham,,,,,,,
North Carolina,Granville,35,12,,,,,
North Carolina,Greene,12,11,,,,,
North Carolina,Guilford,380,14,,,22,,12
North Carolina,Halifax,57,22,,,23,,21
North Carolina,Harnett,88,13,,,17,,14
North Carolina,Haywood,51,17,,,,,
North Carolina,Henderson,86,15,,,,,
North Carolina,Hertford,26,22,,,,,
North Carolina,Hoke,42,16,,,12,,16
North Carolina,Hyde,,,,,,,
North Carolina,Iredell,111,13,,,15,,13
North Carolina,Jackson,27,13,,,,,
North Carolina,Johnston,112,11,,,11,,13
North Carolina,Jones,,,,,,,
North Carolina,Lee,53,17,,,40,,15
North Carolina,Lenoir,55,19,,,22,,20
North Carolina,Lincoln,46,11,,,,,
North Carolina,Macon,37,21,,,,,
North Carolina,Madison,10,9,,,,,
North Carolina,Martin,15,13,,,,,
North Carolina,McDowell,37,16,,,,,
North Carolina,Mecklenburg,614,11,,3,19,6,8
North Carolina,Mitchell,15,20,,,,,
North Carolina,Montgomery,22,16,,,,,
North Carolina,Moore,68,14,,,18,,14
North Carolina,Nash,87,19,,,23,,17
North Carolina,New Hanover,156,14,,,28,,12
North Carolina,Northampton,19,19,,,,,
North Carolina,Onslow,141,15,,,13,,18
North Carolina,Orange,50,7,,,14,,7
North Carolina,Pamlico,14,22,,,,,
North Carolina,Pasquotank,29,15,,,,,
North Carolina,Pender,50,17,,,,,
North Carolina,Perquimans,12,18,,,,,
North Carolina,Person,42,21,,,22,,23
North Carolina,Pitt,103,12,,,14,,11
North Carolina,Polk,21,20,,,,,
North Carolina,Randolph,113,16,,,24,,17
North Carolina,Richmond,45,20,,,22,,22
North Carolina,Robeson,200,30,34,,38,,27
North Carolina,Rockingham,73,16,,,26,,15
North Carolina,Rowan,123,17,,,29,,16
North Carolina,Rutherford,56,17,,,,,
North Carolina,Sampson,41,13,,,21,,11
North Carolina,Scotland,37,21,,,25,,19
North Carolina,Stanly,44,14,,,,,
North Carolina,Stokes,44,19,,,,,
North Carolina,Surry,67,19,,,,,
North Carolina,Swain,12,17,,,,,
North Carolina,Transylvania,26,15,,,,,
North Carolina,Tyrrell,,,,,,,
North Carolina,Union,92,8,,,14,,8
North Carolina,Vance,66,30,,,40,,22
North Carolina,Wake,349,7,,,9,3,7
North Carolina,Warren,23,23,,,,,
North Carolina,Washington,,,,,,,
North Carolina,Watauga,24,9,,,,,
North Carolina,Wayne,105,17,,,23,,15
North Carolina,Wilkes,55,16,,,,,
North Carolina,Wilson,47,12,,,11,,13
North Carolina,Yadkin,28,15,,,,,
North Carolina,Yancey,12,13,,,,,
North Dakota,Adams,,,,,,,
North Dakota,Barnes,,,,,,,
North Dakota,Benson,,,,,,,
North Dakota,Billings,,,,,,,
North Dakota,Bottineau,10,31,,,,,
North Dakota,Bowman,,,,,,,
North Dakota,Burke,,,,,,,
North Dakota,Burleigh,53,11,,,,,
North Dakota,Cass,83,9,,,,,
North Dakota,Cavalier,,,,,,,
North Dakota,Dickey,,,,,,,
North Dakota,Divide,,,,,,,
North Dakota,Dunn,,,,,,,
North Dakota,Eddy,,,,,,,
North Dakota,Emmons,,,,,,,
North Dakota,Foster,,,,,,,
North Dakota,Golden Valley,,,,,,,
North Dakota,Grand Forks,36,10,,,,,
North Dakota,Grant,,,,,,,
North Dakota,Griggs,,,,,,,
North Dakota,Hettinger,,,,,,,
North Dakota,Kidder,,,,,,,
North Dakota,LaMoure,,,,,,,
North Dakota,Logan,,,,,,,
North Dakota,McHenry,,,,,,,
North Dakota,McIntosh,,,,,,,
North Dakota,McKenzie,14,21,,,,,
North Dakota,McLean,,,,,,,
North Dakota,Mercer,10,24,,,,,
North Dakota,Morton,20,13,,,,,
North Dakota,Mountrail,,,,,,,
North Dakota,Nelson,,,,,,,
North Dakota,Oliver,,,,,,,
North Dakota,Pembina,,,,,,,
North Dakota,Pierce,,,,,,,
North Dakota,Ramsey,,,,,,,
North Dakota,Ransom,,,,,,,
North Dakota,Renville,,,,,,,
North Dakota,Richland,,,,,,,
North Dakota,Rolette,16,22,,,,,
North Dakota,Sargent,,,,,,,
North Dakota,Sheridan,,,,,,,
North Dakota,Sioux,,,,,,,
North Dakota,Slope,,,,,,,
North Dakota,Stark,24,15,,,,,
North Dakota,Steele,,,,,,,
North Dakota,Stutsman,15,14,,,,,
North Dakota,Towner,,,,,,,
North Dakota,Traill,,,,,,,
North Dakota,Walsh,13,24,,,,,
North Dakota,Ward,38,11,,,,,
North Dakota,Wells,,,,,,,
North Dakota,Williams,20,11,,,,,
Ohio,Adams,18,13,,,,,
Ohio,Allen,52,10,,,28,,7
Ohio,Ashland,16,6,,,,,
Ohio,Ashtabula,67,14,,,,,
Ohio,Athens,30,9,,,,,
Ohio,Auglaize,19,8,,,,,
Ohio,Belmont,46,14,,,,,
Ohio,Brown,33,15,,,,,
Ohio,Butler,217,11,,,21,,11
Ohio,Carroll,17,12,,,,,
Ohio,Champaign,32,16,,,,,
Ohio,Clark,109,16,,,50,,13
Ohio,Clermont,107,10,,,,,
Ohio,Clinton,18,9,,,,,
Ohio,Columbiana,64,12,,,,,
Ohio,Coshocton,24,13,,,,,
Ohio,Crawford,26,12,,,,,
Ohio,Cuyahoga,1106,18,,,35,10,11
Ohio,Darke,29,11,,,,,
Ohio,Defiance,15,8,,,,,
Ohio,Delaware,50,5,,,,,
Ohio,Erie,38,10,,,,,
Ohio,Fairfield,62,8,,,,,
Ohio,Fayette,,,,,,,
Ohio,Franklin,898,14,,3,28,8,10
Ohio,Fulton,17,8,,,,,
Ohio,Gallia,29,19,,,,,
Ohio,Geauga,40,9,,,,,
Ohio,Greene,78,9,,,,,
Ohio,Guernsey,24,12,,,,,
Ohio,Hamilton,615,15,,,31,,10
Ohio,Hancock,36,10,,,,,
Ohio,Hardin,15,10,,,,,
Ohio,Harrison,,,,,,,
Ohio,Henry,,,,,,,
