STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2019,INTERNATIONALMIG2019,DOMESTICMIG2019,NETMIG2019,RESIDUAL2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019,RNATURALINC2019,RINTERNATIONALMIG2019,RDOMESTICMIG2019,RNETMIG2019,Personal income (Thousands of dollars) ,# Firearm Fatalities,County Value,AIAN,Asian,Black,Hispanic,White
Arkansas,Miller County,43257,-105,520,471,49,-28,-123,-151,-3,1452,12.00660363,10.87521214,1.131391496,-0.646509426,-2.840023551,-3.486532978,1501463,43,20,,,,,
Arkansas,Mississippi County,40651,-585,580,498,82,-19,-652,-671,4,788,14.16586271,12.16310281,2.002759901,-0.464054123,-15.9243836,-16.38843773,1462347,71,34,,,73,,10
Arkansas,Monroe County,6701,-179,67,114,-47,0,-133,-133,1,84,9.866725573,16.78815993,-6.921434357,0,-19.58618658,-19.58618658,238492,,,,,,,
Arkansas,Montgomery County,8986,76,88,148,-60,4,133,137,-1,121,9.834599911,16.54000894,-6.70540903,0.447027269,14.86365668,15.31068395,269131,,,,,,,
Arkansas,Nevada County,8252,-56,102,104,-2,-3,-51,-54,0,157,12.31884058,12.56038647,-0.241545894,-0.362318841,-6.15942029,-6.52173913,278477,,,,,,,
Arkansas,Newton County,7753,-47,84,108,-24,0,-22,-22,-1,51,10.80177458,13.88799589,-3.086221308,0,-2.829036199,-2.829036199,233402,13,33,,,,,
Arkansas,Ouachita County,23382,-238,249,338,-89,0,-147,-147,-2,352,10.59529382,14.38236671,-3.787072891,0,-6.255052976,-6.255052976,901740,12,10,,,,,
Arkansas,Perry County,10455,75,117,138,-21,1,96,97,-1,152,11.23110151,13.24694025,-2.015838733,0.095992321,9.215262779,9.3112551,377108,,,,,,,
Arkansas,Phillips County,17782,-272,267,255,12,-4,-281,-285,1,246,14.90121665,14.23149905,0.669717602,-0.223239201,-15.68255386,-15.90579306,605064,46,50,,,,,
Arkansas,Pike County,10718,52,102,130,-28,2,80,82,-2,196,9.539842873,12.15862327,-2.618780397,0.187055743,7.482229705,7.669285447,345933,,,,,,,
Arkansas,Poinsett County,23528,-375,310,334,-24,-4,-348,-352,1,341,13.07161983,14.0836162,-1.011996374,-0.168666062,-14.67394742,-14.84261348,814980,27,23,,,,,
Arkansas,Polk County,19964,-55,215,286,-71,-3,21,18,-2,155,10.75457069,14.30608008,-3.551509391,-0.150063777,1.05044644,0.900382663,608522,28,28,,,,,
Arkansas,Pope County,64072,478,765,593,172,11,296,307,-1,3270,11.98439679,9.289865743,2.694531042,0.17232466,4.637099933,4.809424592,2271785,55,17,,,,,
Arkansas,Prairie County,8062,-20,80,116,-36,-2,19,17,-1,131,9.910802775,14.37066402,-4.459861249,-0.247770069,2.353815659,2.10604559,293561,,,,,,,
Arkansas,Pulaski County,391911,-7,5067,3795,1272,153,-1415,-1262,-17,8661,12.92884035,9.683234481,3.245605866,0.390391272,-3.610481368,-3.220090096,20596336,489,25,,,34,17,20
Arkansas,Randolph County,17958,-12,235,255,-20,-6,13,7,1,349,13.08171899,14.19505678,-1.113337787,-0.334001336,0.723669561,0.389668225,610936,18,20,,,,,
Arkansas,St. Francis County,24994,-515,305,315,-10,2,-508,-506,1,4099,12.07849039,12.47450647,-0.396016078,0.079203216,-20.11761678,-20.03841356,713332,106,18,,,,,
Arkansas,Saline County,122437,1363,1280,1100,180,-9,1197,1188,-5,1422,10.51287211,9.034499468,1.47837264,-0.073918632,9.831178058,9.757259426,5298158,,,,,,,
Arkansas,Scott County,10281,-58,112,117,-5,-5,-48,-53,0,79,10.86323957,11.34820563,-0.484966052,-0.484966052,-4.655674103,-5.140640155,315712,12,30,,,,,
Arkansas,Searcy County,7881,-49,73,111,-38,2,-11,-9,-2,71,9.234077541,14.04085763,-4.80678009,0.252988426,-1.391436342,-1.138447916,222262,96,15,,,,,
Arkansas,Sebastian County,127827,257,1780,1276,504,-51,-194,-245,-2,2242,13.93908308,9.992286519,3.946796556,-0.399378223,-1.519203436,-1.918581659,5530160,13,15,,,,,
Arkansas,Sevier County,17007,-54,246,149,97,-22,-130,-152,1,173,14.44170483,8.747211459,5.694493366,-1.291534578,-7.631795233,-8.923329811,538327,19,22,,,,,
Arkansas,Sharp County,17442,152,193,240,-47,2,199,201,-2,189,11.11367039,13.82010826,-2.706437867,0.115167569,11.4591731,11.57434067,592230,25,19,,,22,,19
Arkansas,Stone County,12506,52,111,166,-55,-8,115,107,0,151,8.894230769,13.30128205,-4.407051282,-0.641025641,9.21474359,8.573717949,393186,17,27,,,,,
Arkansas,Union County,38682,-457,480,550,-70,-1,-386,-387,0,524,12.33600185,14.13500212,-1.79900027,-0.025700004,-9.920201488,-9.945901492,1782266,39,20,,,31,,16
Arkansas,Van Buren County,16545,-90,141,250,-109,11,9,20,-1,189,8.499095841,15.06931887,-6.570223026,0.66305003,0.542495479,1.205545509,524831,10,12,,,,,
Arkansas,Washington County,239187,2576,3203,1599,1604,164,802,966,6,8244,13.46369678,6.721339728,6.742357051,0.689368177,3.371178525,4.060546703,9968946,126,11,,,,,
Arkansas,White County,78753,372,881,837,44,-27,360,333,-5,3175,11.2133593,10.65332773,0.560031565,-0.343655733,4.582076444,4.238420711,2917643,55,14,,,,,
Arkansas,Woodruff County,6320,-146,70,102,-32,0,-112,-112,-2,106,10.94947599,15.95495073,-5.005474738,0,-17.51916158,-17.51916158,242050,,,,,,,
Arkansas,Yell County,21341,-121,258,244,14,-2,-133,-135,0,323,12.05522977,11.40107002,0.654159755,-0.093451394,-6.214517674,-6.307969068,706985,15,14,,,,,
California,Alameda County,1671329,4573,18628,10944,7684,8540,-11626,-3086,-25,36951,11.16089015,6.557052921,4.60383723,5.116706135,-6.965670437,-1.848964301,131535494,613,7,,2,28,7,7
California,Alpine County,1129,40,10,5,5,1,35,36,-1,24,9.017132552,4.508566276,4.508566276,0.901713255,31.55996393,32.46167719,88707,,,,,,,
California,Amador County,39752,347,307,427,-120,17,451,468,-1,4368,7.756736612,10.78868578,-3.031949164,0.429526132,11.39507561,11.82460174,1745661,34,18,,,,,
California,Butte County,219186,-11153,2422,2527,-105,103,-11249,-11146,98,5337,10.77581892,11.2429787,-0.46715978,0.458261498,-50.04838441,-49.59012291,9880994,162,14,,,,9,16
California,Calaveras County,45905,207,397,528,-131,15,323,338,0,493,8.66783839,11.52800673,-2.860168335,0.327500191,7.05217078,7.379670972,2234933,49,22,,,,,
California,Colusa County,21547,129,282,129,153,-33,10,-23,-1,253,13.12696381,6.004887699,7.122076109,-1.536134063,0.465495171,-1.070638892,959057,,,,,,,
California,Contra Costa County,1153526,3007,12070,8478,3592,2916,-3497,-581,-4,10418,10.47722592,7.359231265,3.117994657,2.531200563,-3.03553099,-0.504330428,97550344,468,8,,2,29,6,7
California,Del Norte County,27812,72,261,255,6,15,53,68,-2,3046,9.396601383,9.180587558,0.216013825,0.540034562,1.90812212,2.448156682,1007083,20,15,,,,,
California,El Dorado County,192843,2097,1624,1699,-75,75,2110,2185,-13,1682,8.467396093,8.858439632,-0.391043539,0.391043539,11.00135823,11.39240176,13152053,103,11,,,,,
California,Fresno County,999101,7151,14506,7467,7039,479,-348,131,-19,17667,14.57119883,7.500561261,7.070637568,0.481152919,-0.349564125,0.131588794,42926067,477,10,,6,31,8,11
California,Glenn County,28393,426,371,251,120,-31,337,306,0,334,13.16536551,8.90702626,4.258339248,-1.100070972,11.95883605,10.85876508,1230173,28,20,,,,,
California,Humboldt County,135558,-686,1352,1390,-38,-17,-625,-642,-6,5489,9.948418334,10.22803364,-0.279615308,-0.125091059,-4.59893599,-4.724027049,6258414,119,17,43,,,,18
California,Imperial County,181215,-308,2728,1079,1649,33,-2000,-1967,10,8745,15.04115918,5.949197492,9.091961691,0.181949506,-11.0272428,-10.8452933,6711683,48,5,,,,4,16
California,Inyo County,18039,93,191,172,19,18,57,75,-1,411,10.61553425,9.559538697,1.055995554,1.00041684,3.167986661,4.168403502,1083706,12,13,,,,,
California,Kern County,900202,6444,13144,6478,6666,81,-291,-210,-12,32373,14.65361547,7.222011639,7.431603826,0.090303017,-0.324421949,-0.234118932,35559701,593,13,,5,30,11,15
California,Kings County,152940,1558,2321,887,1434,-74,197,123,1,16513,15.25358009,5.829351805,9.424228285,-0.486326983,1.294681292,0.808354309,5565748,67,9,,,,8,9
California,Lake County,64386,69,731,848,-117,-26,215,189,-3,1110,11.35948657,13.17762601,-1.818139437,-0.404030986,3.341025462,2.936994476,2716712,77,24,,,,20,25
California,Lassen County,30573,-45,281,202,79,7,-133,-126,2,7661,9.184357177,6.602278113,2.582079064,0.228791816,-4.3470445,-4.118252684,1092110,23,15,,,,,
California,Los Angeles County,10039107,-34799,112963,68164,44799,21050,-100808,-79758,160,179406,11.23282723,6.778099333,4.454727892,2.093172216,-10.024157,-7.930984781,631161849,3746,7,7,3,20,6,8
California,Madera County,157327,445,2108,1060,1048,-139,-464,-603,0,7445,13.41782062,6.747101452,6.670719171,-0.884761417,-2.953448183,-3.838209599,6072907,65,8,,,,6,12
California,Marin County,258826,-836,2149,1998,151,432,-1416,-984,-3,8307,8.289487896,7.707025042,0.582462854,1.666383793,-5.462035766,-3.795651973,35987604,80,6,,,,,
California,Mariposa County,17203,-202,149,180,-31,9,-179,-170,-1,725,8.610725844,10.40221914,-1.791493296,0.520110957,-10.34442903,-9.824318077,921945,16,18,,,,,
California,Mendocino County,86749,-652,933,860,73,-60,-660,-720,-5,1981,10.71490095,9.87654321,0.838357738,-0.689061154,-7.579672696,-8.26873385,4329482,65,15,,,,,
California,Merced County,277680,3529,4086,1787,2299,-144,1381,1237,-7,7006,14.80888171,6.47662056,8.332261145,-0.521898915,5.005155564,4.483256649,10517004,121,9,,,21,8,10
California,Modoc County,8841,41,71,100,-29,5,65,70,0,356,8.049430304,11.33722578,-3.287795476,0.566861289,7.369196758,7.936058047,402296,,,,,,,
California,Mono County,14444,41,126,30,96,64,-120,-56,1,338,8.735743752,2.079938989,6.655804763,4.437203175,-8.319755954,-3.882552778,713187,,,,,,,
California,Monterey County,434061,111,5797,2742,3055,-90,-2850,-2940,-4,18075,13.35697359,6.317892285,7.039081302,-0.207370644,-6.566737057,-6.774107701,24505664,248,11,,,,12,12
California,Napa County,137744,-1045,1235,1279,-44,-13,-985,-998,-3,5061,8.932026196,9.25025223,-0.318226035,-0.094021328,-7.123923727,-7.217945055,10172517,49,7,,,,,
California,Nevada County,99755,247,778,986,-208,-3,465,462,-7,1178,7.808775337,9.896468486,-2.087693149,-0.030110959,4.667198627,4.637087668,6047495,69,14,,,,,
California,Orange County,3175692,-281,36406,21518,14888,6178,-21358,-15180,11,43984,11.46345092,6.775546254,4.687904668,1.9453167,-6.725165764,-4.779849063,221803099,760,5,,2,7,4,7
California,Placer County,398329,5999,3721,3480,241,79,5687,5766,-8,3947,9.412401554,8.802783501,0.609618053,0.199833304,14.38546833,14.58530163,26970709,123,6,,,,4,7
California,Plumas County,18807,66,157,213,-56,-3,126,123,-1,287,8.362629168,11.34547779,-2.98284862,-0.159795462,6.711409396,6.551613934,972484,19,20,,,,,
California,Riverside County,2470546,24757,29482,18148,11334,303,13170,13473,-50,32869,11.99348702,7.38273531,4.610751708,0.123262552,5.35764955,5.480912102,102037774,957,8,21,3,13,5,11
California,Sacramento County,1552058,13312,19192,12368,6824,3042,3456,6498,-10,22963,12.41877518,8.003095635,4.415679545,1.968419868,2.236311329,4.204731196,82669864,739,10,,5,19,7,10
California,San Benito County,62808,1341,774,324,450,-38,926,888,3,289,12.45624623,5.214242607,7.242003621,-0.611546972,14.90243412,14.29088715,3316389,21,7,,,,,
California,San Bernardino County,2180085,13332,29341,15223,14118,162,-914,-752,-34,37308,13.49992799,7.004171768,6.495756226,0.074536939,-0.420535571,-0.345998632,88261041,1099,10,,3,20,7,15
California,San Diego County,3338330,4469,40603,23052,17551,6733,-19731,-12998,-84,107139,12.17081465,6.909874133,5.260940522,2.018227596,-5.914399033,-3.896171438,202642332,1076,6,,2,12,4,9
California,San Francisco County,881549,853,8868,6359,2509,4498,-6094,-1596,-60,24242,10.06443485,7.216930677,2.847504178,5.10485205,-6.916177943,-1.811325894,117635944,230,5,,2,32,8,4
California,San Joaquin County,762148,9657,9975,5838,4137,687,4842,5529,-9,15758,13.17145538,7.708767568,5.462687809,0.907146852,6.3936027,7.300749552,34327494,438,12,,8,36,9,11
California,San Luis Obispo County,283111,-243,2488,2465,23,-7,-245,-252,-14,15937,8.784302649,8.703097279,0.08120537,-0.024714678,-0.865013725,-0.889728403,16594194,129,9,,,,,
California,San Mateo County,766573,-2108,8425,5187,3238,3610,-8953,-5343,-3,8786,10.97538258,6.757188061,4.218194514,4.702804878,-11.66321664,-6.960411762,101056496,164,4,,2,13,4,6
California,Santa Barbara County,446499,719,5390,3288,2102,553,-1924,-1371,-12,20112,12.08142296,7.369892153,4.71153081,1.239522616,-4.312552464,-3.073029848,27937231,169,8,,,,5,11
California,Santa Clara County,1927852,-4485,21713,11258,10455,13409,-28421,-15012,72,30212,11.24970824,5.832875022,5.416833217,6.947328227,-14.72518574,-7.777857509,220402406,399,4,,2,8,4,7
California,Santa Cruz County,273213,-628,2540,1885,655,59,-1339,-1280,-3,14386,9.286103383,6.891458613,2.39464477,0.215700827,-4.89531198,-4.679611154,18825262,104,8,,,,5,9
California,Shasta County,180080,371,1977,2297,-320,193,514,707,-16,2854,10.98977456,12.76859493,-1.778820364,1.072851032,2.85723021,3.930081242,8338615,152,17,,,,,
California,Sierra County,3005,8,25,37,-12,0,20,20,0,33,8.330556481,12.32922359,-3.998667111,0,6.664445185,6.664445185,134432,,,,,,,
California,Siskiyou County,43539,-11,382,525,-143,2,133,135,-3,613,8.772634891,12.05663172,-3.283996831,0.045930026,3.054346703,3.100276728,1928087,43,20,,,,,
California,Solano County,447643,1918,5088,3711,1377,280,277,557,-16,11538,11.39060275,8.30788656,3.082716193,0.626841347,0.620125189,1.246966536,23216760,256,12,,4,27,8,11
California,Sonoma County,494336,-4307,4509,4379,130,97,-4534,-4437,0,10912,9.081763058,8.819924691,0.261838367,0.195371705,-9.132116591,-8.936744886,31936312,154,6,,,,3,8
California,Stanislaus County,550660,2534,7393,4317,3076,144,-679,-535,-7,6511,13.45666945,7.857763022,5.59890643,0.262107453,-1.235909449,-0.973801996,23860986,193,7,,,13,4,10
California,Sutter County,96971,623,1267,834,433,100,95,195,-5,731,13.10786834,8.628225886,4.479642456,1.034559459,0.982831486,2.017390945,4366230,52,11,,,,8,15
California,Tehama County,65084,1066,739,661,78,-29,1014,985,3,844,11.44831219,10.2399653,1.208346889,-0.449257176,15.70850955,15.25925237,2657943,55,17,,,,12,20
California,Trinity County,12285,-282,118,161,-43,-1,-239,-240,1,385,9.496217608,12.95670369,-3.460486078,-0.08047642,-19.23386448,-19.3143409,492978,24,38,,,,,
California,Tulare County,466195,1606,7032,3209,3823,-270,-1960,-2230,13,4932,15.10984289,6.895262488,8.214580397,-0.580156083,-4.211503421,-4.791659504,18648743,242,10,,,,9,13
California,Tuolumne County,54478,91,466,621,-155,20,232,252,-6,3523,8.561061866,11.40862536,-2.847563496,0.367427548,4.262159555,4.629587103,2506335,35,13,,,,,
California,Ventura County,846006,-2136,9161,6241,2920,140,-5193,-5053,-3,11171,10.81487568,7.367715217,3.447160461,0.165274817,-6.130515162,-5.965240345,53344954,309,7,,,,5,10
California,Yolo County,220500,382,2215,1386,829,857,-1312,-455,8,10389,10.05406043,6.291163775,3.762896659,3.889990877,-5.955271914,-2.065281037,11968607,58,5,,,,5,7
California,Yuba County,78668,1111,1149,583,566,0,542,542,3,1113,14.70955353,7.463594175,7.245959354,0,6.938710194,6.938710194,3250687,66,17,,,,11,20
Colorado,Adams County,517421,6067,6777,3208,3569,1204,1283,2487,11,4036,13.17489247,6.236543462,6.938349007,2.340647858,2.494228573,4.834876431,23259354,327,13,,,18,8,16
Colorado,Alamosa County,16233,-15,198,115,83,-4,-93,-97,-1,852,12.19174287,7.081062775,5.11068009,-0.246297836,-5.726424679,-5.972722515,622131,15,18,,,,,
Colorado,Arapahoe County,656590,4793,7605,4149,3456,2507,-1165,1342,-5,5014,11.62500086,6.342160232,5.282840627,3.832199495,-1.780818672,2.051380822,41817576,385,12,,6,19,8,12
Colorado,Archuleta County,14029,299,127,93,34,9,255,264,1,129,9.150185525,6.700529558,2.449655967,0.648438344,18.37241976,19.0208581,602421,16,24,,,,,
Colorado,Baca County,3581,-3,37,46,-9,3,3,6,0,82,10.32798325,12.84019539,-2.512212142,0.837404048,0.837404048,1.674808095,141454,,,,,,,
Colorado,Bent County,5577,-231,36,57,-21,2,-215,-213,3,1693,6.324110672,10.01317523,-3.689064559,0.351339482,-37.76899429,-37.41765481,163174,,,,,,,
Colorado,Boulder County,326196,1560,2609,1935,674,938,-42,896,-10,10339,8.017429997,5.946234973,2.071195024,2.882464292,-0.129065565,2.753398727,25202960,149,9,,,,,
Colorado,Broomfield County,70465,1141,651,413,238,105,791,896,7,282,9.314037585,5.908905565,3.40513202,1.502264127,11.31705642,12.81932055,4618159,41,12,,,,,
Colorado,Chaffee County,20356,315,131,175,-44,9,351,360,-1,1460,6.485630121,8.664009704,-2.178379583,0.445577642,17.37752803,17.82310568,995448,20,20,,,,,
Colorado,Cheyenne County,1831,-28,17,13,4,6,-38,-32,0,42,9.214092141,7.046070461,2.16802168,3.25203252,-20.59620596,-17.34417344,96002,,,,,,,
Colorado,Clear Creek County,9700,96,73,57,16,23,56,79,1,84,7.563199337,5.905511811,1.657687526,2.382925819,5.801906341,8.184832159,603976,13,27,,,,,
Colorado,Conejos County,8205,24,86,73,13,3,10,13,-2,36,10.49676553,8.910045161,1.586720371,0.36616624,1.220554132,1.586720371,288334,18,44,,,,,
Colorado,Costilla County,3887,75,37,34,3,10,63,73,-1,0,9.611637875,8.832315885,0.77932199,2.597739966,16.36576179,18.96350175,129788,,,,,,,
Colorado,Crowley County,6061,104,30,35,-5,0,109,109,0,2917,4.992511233,5.824596439,-0.832085206,0,18.13945748,18.13945748,120294,,,,,,,
Colorado,Custer County,5068,134,33,40,-7,-1,141,140,1,150,6.598680264,7.99840032,-1.399720056,-0.199960008,28.19436113,27.99440112,216961,11,46,,,,,
Colorado,Delta County,31162,278,283,394,-111,2,385,387,2,714,9.122264127,12.70025465,-3.577990523,0.064468298,12.41014731,12.47461561,1187891,44,29,,,,,
Colorado,Denver County,727211,10946,9372,4995,4377,2242,4268,6510,59,16348,12.98532154,6.920793972,6.064527571,3.106390408,5.913503238,9.019893646,60356359,467,13,,8,29,11,12
Colorado,Dolores County,2055,-5,11,10,1,0,-7,-7,1,0,5.346294046,4.860267315,0.486026732,0,-3.40218712,-3.40218712,77477,,,,,,,
Colorado,Douglas County,351154,8165,3472,1493,1979,562,5604,6166,20,651,10.00370241,4.301707285,5.701995122,1.61926289,16.14652889,17.76579178,26883461,163,10,,,,7,10
Colorado,Eagle County,55127,184,559,129,430,118,-364,-246,0,55,10.15717271,2.343962933,7.813209776,2.144090125,-6.613972926,-4.469882802,4704516,22,8,,,,,
Colorado,Elbert County,26729,426,196,148,48,34,345,379,-1,73,7.391763464,5.581535677,1.810227787,1.282244683,13.01101222,14.2932569,1621165,683,20,,9,22,17,20
Colorado,El Paso County,720403,8314,9512,4845,4667,526,3099,3625,22,19083,13.2803534,6.764435683,6.515917715,0.734384555,4.326725734,5.061110289,36706547,14,11,,,,,
Colorado,Fremont County,47839,-120,381,564,-183,-5,70,65,-2,8237,7.95423704,11.77477609,-3.820539051,-0.104386313,1.46140838,1.357022067,1714561,57,24,,,,,
Colorado,Garfield County,60061,360,781,380,401,54,-94,-40,-1,884,13.04253436,6.345919407,6.696614953,0.901788547,-1.569780064,-0.667991517,3624440,44,15,,,,,
Colorado,Gilpin County,6243,131,36,24,12,0,117,117,2,49,5.827600162,3.885066775,1.942533387,0,18.93970053,18.93970053,314819,,,,,,,
Colorado,Grand County,15734,223,109,66,43,10,170,180,0,222,6.977116339,4.224675948,2.752440391,0.640102416,10.88174108,11.5218435,848300,12,16,,,,,
Colorado,Gunnison County,17462,295,130,70,60,7,226,233,2,1019,7.508157902,4.042854255,3.465303647,0.404285426,13.05264374,13.45692916,828063,22,26,,,,,
Colorado,Hinsdale County,820,12,2,3,-1,0,13,13,0,56,2.457002457,3.685503686,-1.228501229,0,15.97051597,15.97051597,38051,,,,,,,
Colorado,Huerfano County,6897,10,48,96,-48,4,54,58,0,165,6.964596634,13.92919327,-6.964596634,0.580383053,7.835171213,8.415554266,281411,12,36,,,,,
Colorado,Jackson County,1392,-3,16,10,6,1,-12,-11,2,2,11.48188016,7.176175099,4.305705059,0.71761751,-8.611410118,-7.893792609,75085,,,,,,,
Colorado,Jefferson County,582881,3489,5822,4599,1223,596,1659,2255,11,8309,10.01830035,7.913803384,2.104496964,1.025576607,2.854750992,3.8803276,38571285,331,12,,,24,7,13
Colorado,Kiowa County,1406,27,18,11,7,0,20,20,0,14,12.92639138,7.8994614,5.026929982,0,14.36265709,14.36265709,75553,,,,,,,
Colorado,Kit Carson County,7097,-62,78,74,4,8,-75,-67,1,58,10.94276094,10.38159372,0.561167228,1.122334456,-10.52188552,-9.399551066,300147,,,,,,,
Colorado,Lake County,8127,281,86,28,58,0,220,220,3,154,10.76817129,3.505916234,7.262255055,0,27.54648469,27.54648469,299485,54,19,,,,,
Colorado,La Plata County,56221,-78,472,367,105,-11,-169,-180,-3,1872,8.389619623,6.523284749,1.866334874,-0.195520796,-3.003910416,-3.199431212,3257804,,,,,,,
Colorado,Larimer County,356899,6239,3337,2295,1042,537,4638,5175,22,9367,9.432428957,6.487091536,2.945337421,1.517894621,13.1098608,14.62775542,19982207,232,13,,,,5,15
Colorado,Las Animas County,14506,-2,117,160,-43,18,24,42,-1,902,8.065072034,11.02915834,-2.964086303,1.240780313,1.654373751,2.895154064,550097,23,32,,,,40,29
Colorado,Lincoln County,5701,95,61,44,17,4,73,77,1,1018,10.78977625,7.782789423,3.006986822,0.707526311,12.91235518,13.61988149,167489,,,,,,,
Colorado,Logan County,22409,141,217,195,22,6,115,121,-2,3868,9.714170602,8.729323813,0.984846789,0.268594579,5.148062762,5.416657341,958008,16,15,,,,,
