State,County,Average Number of guns
New York,Cattaraugus,1229.145161
New York,Cayuga,1229.145161
New York,Chautauqua,1229.145161
New York,Chemung,1229.145161
New York,Chenango,1229.145161
New York,Clinton,1229.145161
New York,Columbia,1229.145161
New York,Cortland,1229.145161
New York,Delaware County,1229.145161
New York,Dutchess,1229.145161
New York,Erie,1229.145161
New York,Essex,1229.145161
New York,Franklin,1229.145161
New York,Fulton,1229.145161
New York,Genesee,1229.145161
New York,Greene,1229.145161
New York,Hamilton,1229.145161
New York,Herkimer,1229.145161
New York,Jefferson,1229.145161
New York,Kings,1229.145161
New York,Lewis,1229.145161
New York,Livingston,1229.145161
New York,Madison,1229.145161
New York,Monroe,1229.145161
New York,Montgomery,1229.145161
New York,Nassau,1229.145161
New York,New York City,1229.145161
New York,Niagara,1229.145161
New York,Oneida,1229.145161
New York,Onondaga,1229.145161
New York,Ontario,1229.145161
New York,Orange,1229.145161
New York,Orleans,1229.145161
New York,Oswego,1229.145161
New York,Otsego,1229.145161
New York,Putnam,1229.145161
New York,Queens,1229.145161
New York,Rensselaer,1229.145161
New York,Richmond,1229.145161
New York,Rockland,1229.145161
New York,St. Lawrence,1229.145161
New York,Saratoga,1229.145161
New York,Schenectady,1229.145161
New York,Schoharie,1229.145161
New York,Schuyler,1229.145161
New York,Seneca,1229.145161
New York,Steuben,1229.145161
New York,Suffolk,1229.145161
New York,Sullivan,1229.145161
New York,Tioga,1229.145161
New York,Tompkins,1229.145161
New York,Ulster,1229.145161
New York,Warren,1229.145161
New York,Washington County,1229.145161
New York,Wayne,1229.145161
New York,Westchester,1229.145161
New York,Wyoming County,1229.145161
New York,Yates,1229.145161
North Carolina,Alamance,1522.38
North Carolina,Alexander,1522.38
North Carolina,Alleghany,1522.38
North Carolina,Anson,1522.38
North Carolina,Ashe,1522.38
North Carolina,Avery,1522.38
North Carolina,Beaufort,1522.38
North Carolina,Bertie,1522.38
North Carolina,Bladen,1522.38
North Carolina,Brunswick,1522.38
North Carolina,Buncombe,1522.38
North Carolina,Burke,1522.38
North Carolina,Cabarrus,1522.38
North Carolina,Caldwell,1522.38
North Carolina,Camden,1522.38
North Carolina,Carteret,1522.38
North Carolina,Caswell,1522.38
North Carolina,Catawba,1522.38
North Carolina,Chatham,1522.38
North Carolina,Cherokee,1522.38
North Carolina,Chowan,1522.38
North Carolina,Clay,1522.38
North Carolina,Cleveland,1522.38
North Carolina,Columbus,1522.38
North Carolina,Craven,1522.38
North Carolina,Cumberland,1522.38
North Carolina,Currituck,1522.38
North Carolina,Dare,1522.38
North Carolina,Davidson,1522.38
North Carolina,Davie,1522.38
North Carolina,Duplin,1522.38
North Carolina,Durham,1522.38
North Carolina,Edgecombe,1522.38
North Carolina,Forsyth,1522.38
North Carolina,Franklin,1522.38
North Carolina,Gaston,1522.38
North Carolina,Gates,1522.38
North Carolina,Graham,1522.38
North Carolina,Granville,1522.38
North Carolina,Greene,1522.38
North Carolina,Guilford,1522.38
North Carolina,Halifax,1522.38
North Carolina,Harnett,1522.38
North Carolina,Haywood,1522.38
North Carolina,Henderson,1522.38
North Carolina,Hertford,1522.38
North Carolina,Hoke,1522.38
North Carolina,Hyde,1522.38
North Carolina,Iredell,1522.38
North Carolina,Jackson,1522.38
North Carolina,Johnston,1522.38
North Carolina,Jones,1522.38
North Carolina,Lee,1522.38
North Carolina,Lenoir,1522.38
North Carolina,Lincoln,1522.38
North Carolina,McDowell,1522.38
North Carolina,Macon,1522.38
North Carolina,Madison,1522.38
North Carolina,Martin,1522.38
North Carolina,Mecklenburg,1522.38
North Carolina,Mitchell,1522.38
North Carolina,Montgomery,1522.38
North Carolina,Moore,1522.38
North Carolina,Nash,1522.38
North Carolina,New Hanover,1522.38
North Carolina,Northampton,1522.38
North Carolina,Onslow,1522.38
North Carolina,Orange,1522.38
North Carolina,Pamlico,1522.38
North Carolina,Pasquotank,1522.38
North Carolina,Pender,1522.38
North Carolina,Perquimans,1522.38
North Carolina,Person,1522.38
North Carolina,Pitt,1522.38
North Carolina,Polk,1522.38
North Carolina,Randolph,1522.38
North Carolina,Richmond,1522.38
North Carolina,Robeson,1522.38
North Carolina,Rockingham,1522.38
North Carolina,Rowan,1522.38
North Carolina,Rutherford,1522.38
North Carolina,Sampson,1522.38
North Carolina,Scotland,1522.38
North Carolina,Stanly,1522.38
North Carolina,Stokes,1522.38
North Carolina,Surry,1522.38
North Carolina,Swain,1522.38
North Carolina,Transylvania,1522.38
North Carolina,Tyrrell,1522.38
North Carolina,Union,1522.38
North Carolina,Vance,1522.38
North Carolina,Wake,1522.38
North Carolina,Warren,1522.38
North Carolina,Washington County,1522.38
North Carolina,Watauga,1522.38
North Carolina,Wayne,1522.38
North Carolina,Wilkes,1522.38
North Carolina,Wilson,1522.38
North Carolina,Yadkin,1522.38
North Carolina,Yancey,1522.38
North Dakota,Adams,250.4150943
North Dakota,Barnes,250.4150943
North Dakota,Benson,250.4150943
North Dakota,Billings,250.4150943
North Dakota,Bottineau,250.4150943
North Dakota,Bowman,250.4150943
North Dakota,Burke,250.4150943
North Dakota,Burleigh,250.4150943
North Dakota,Cass,250.4150943
North Dakota,Cavalier,250.4150943
North Dakota,Dickey,250.4150943
North Dakota,Divide,250.4150943
North Dakota,Dunn,250.4150943
North Dakota,Eddy,250.4150943
North Dakota,Emmons,250.4150943
North Dakota,Foster,250.4150943
North Dakota,Golden Valley,250.4150943
North Dakota,Grand Forks,250.4150943
North Dakota,Grant,250.4150943
North Dakota,Griggs,250.4150943
North Dakota,Hettinger,250.4150943
North Dakota,Kidder,250.4150943
North Dakota,LaMoure,250.4150943
North Dakota,Logan,250.4150943
North Dakota,McHenry,250.4150943
North Dakota,McIntosh,250.4150943
North Dakota,McKenzie,250.4150943
North Dakota,McLean,250.4150943
North Dakota,Mercer,250.4150943
North Dakota,Morton,250.4150943
North Dakota,Mountrail,250.4150943
North Dakota,Nelson,250.4150943
North Dakota,Oliver,250.4150943
North Dakota,Pembina,250.4150943
North Dakota,Pierce,250.4150943
North Dakota,Ramsey,250.4150943
North Dakota,Ransom,250.4150943
North Dakota,Renville,250.4150943
North Dakota,Richland,250.4150943
North Dakota,Rolette,250.4150943
North Dakota,Sargent,250.4150943
North Dakota,Sheridan,250.4150943
North Dakota,Sioux,250.4150943
North Dakota,Slope,250.4150943
North Dakota,Stark,250.4150943
North Dakota,Steele,250.4150943
North Dakota,Stutsman,250.4150943
North Dakota,Towner,250.4150943
North Dakota,Traill,250.4150943
North Dakota,Walsh,250.4150943
North Dakota,Ward,250.4150943
North Dakota,Wells,250.4150943
North Dakota,Williams,250.4150943
Ohio,Adams,1970.511364
Ohio,Allen,1970.511364
Ohio,Ashland,1970.511364
Ohio,Ashtabula,1970.511364
Ohio,Athens,1970.511364
Ohio,Auglaize,1970.511364
Ohio,Belmont,1970.511364
Ohio,Brown,1970.511364
Ohio,Butler,1970.511364
Ohio,Carroll,1970.511364
Ohio,Champaign,1970.511364
Ohio,Clark,1970.511364
Ohio,Clermont,1970.511364
Ohio,Clinton,1970.511364
Ohio,Columbiana,1970.511364
Ohio,Coshocton,1970.511364
Ohio,Crawford,1970.511364
Ohio,Cuyahoga,1970.511364
Ohio,Darke,1970.511364
Ohio,Defiance,1970.511364
Ohio,Delaware County,1970.511364
Ohio,Erie,1970.511364
Ohio,Fairfield,1970.511364
Ohio,Fayette,1970.511364
Ohio,Franklin,1970.511364
Ohio,Fulton,1970.511364
Ohio,Gallia,1970.511364
Ohio,Geauga,1970.511364
Ohio,Greene,1970.511364
Ohio,Guernsey,1970.511364
Ohio,Hamilton,1970.511364
Ohio,Hancock,1970.511364
Ohio,Hardin,1970.511364
Ohio,Harrison,1970.511364
Ohio,Henry,1970.511364
Ohio,Highland,1970.511364
Ohio,Hocking,1970.511364
Ohio,Holmes,1970.511364
Ohio,Huron,1970.511364
Ohio,Jackson,1970.511364
Ohio,Jefferson,1970.511364
Ohio,Knox,1970.511364
Ohio,Lake,1970.511364
Ohio,Lawrence,1970.511364
Ohio,Licking,1970.511364
Ohio,Logan,1970.511364
Ohio,Lorain,1970.511364
Ohio,Lucas,1970.511364
Ohio,Madison,1970.511364
Ohio,Mahoning,1970.511364
Ohio,Marion,1970.511364
Ohio,Medina,1970.511364
Ohio,Meigs,1970.511364
Ohio,Mercer,1970.511364
Ohio,Miami,1970.511364
Ohio,Monroe,1970.511364
Ohio,Montgomery,1970.511364
Ohio,Morgan,1970.511364
Ohio,Morrow,1970.511364
Ohio,Muskingum,1970.511364
Ohio,Noble,1970.511364
Ohio,Ottawa,1970.511364
Ohio,Paulding,1970.511364
Ohio,Perry,1970.511364
Ohio,Pickaway,1970.511364
Ohio,Pike,1970.511364
Ohio,Portage,1970.511364
Ohio,Preble,1970.511364
Ohio,Putnam,1970.511364
Ohio,Richland,1970.511364
Ohio,Ross,1970.511364
Ohio,Sandusky,1970.511364
Ohio,Scioto,1970.511364
Ohio,Seneca,1970.511364
Ohio,Shelby,1970.511364
Ohio,Stark,1970.511364
Ohio,Summit,1970.511364
Ohio,Trumbull,1970.511364
Ohio,Tuscarawas,1970.511364
Ohio,Union,1970.511364
Ohio,Van Wert,1970.511364
Ohio,Vinton,1970.511364
Ohio,Warren,1970.511364
Ohio,Washington County,1970.511364
Ohio,Wayne,1970.511364
Ohio,Williams,1970.511364
Ohio,Wood,1970.511364
Ohio,Wyandot,1970.511364
Oklahoma,Adair,925.5714286
Oklahoma,Alfalfa,925.5714286
Oklahoma,Atoka,925.5714286
Oklahoma,Beaver,925.5714286
Oklahoma,Beckham,925.5714286
Oklahoma,Blaine,925.5714286
Oklahoma,Bryan,925.5714286
Oklahoma,Caddo,925.5714286
Oklahoma,Canadian,925.5714286
Oklahoma,Carter,925.5714286
Oklahoma,Cherokee,925.5714286
Oklahoma,Choctaw,925.5714286
Oklahoma,Cimarron,925.5714286
Oklahoma,Cleveland,925.5714286
Oklahoma,Coal,925.5714286
Oklahoma,Comanche,925.5714286
Oklahoma,Cotton,925.5714286
Oklahoma,Craig,925.5714286
Oklahoma,Creek,925.5714286
Oklahoma,Custer,925.5714286
Oklahoma,Delaware County,925.5714286
Oklahoma,Dewey,925.5714286
Oklahoma,Ellis,925.5714286
Oklahoma,Garfield,925.5714286
Oklahoma,Garvin,925.5714286
Oklahoma,Grady,925.5714286
Oklahoma,Grant,925.5714286
Oklahoma,Greer,925.5714286
Oklahoma,Harmon,925.5714286
Oklahoma,Harper,925.5714286
Oklahoma,Haskell,925.5714286
Oklahoma,Hughes,925.5714286
Oklahoma,Jackson,925.5714286
Oklahoma,Jefferson,925.5714286
Oklahoma,Johnston,925.5714286
Oklahoma,Kay,925.5714286
Oklahoma,Kingfisher,925.5714286
Oklahoma,Kiowa,925.5714286
Oklahoma,Latimer,925.5714286
Oklahoma,Le Flore,925.5714286
Oklahoma,Lincoln,925.5714286
Oklahoma,Logan,925.5714286
Oklahoma,Love,925.5714286
Oklahoma,McClain,925.5714286
Oklahoma,McCurtain,925.5714286
Oklahoma,McIntosh,925.5714286
Oklahoma,Major,925.5714286
Oklahoma,Marshall,925.5714286
Oklahoma,Mayes,925.5714286
Oklahoma,Murray,925.5714286
Oklahoma,Muskogee,925.5714286
Oklahoma,Noble,925.5714286
Oklahoma,Nowata,925.5714286
Oklahoma,Okfuskee,925.5714286
Oklahoma,Oklahoma County,925.5714286
Oklahoma,Okmulgee,925.5714286
Oklahoma,Osage,925.5714286
Oklahoma,Ottawa,925.5714286
Oklahoma,Pawnee,925.5714286
Oklahoma,Payne,925.5714286
Oklahoma,Pittsburg,925.5714286
Oklahoma,Pontotoc,925.5714286
Oklahoma,Pottawatomie,925.5714286
Oklahoma,Pushmataha,925.5714286
Oklahoma,Roger Mills,925.5714286
Oklahoma,Rogers,925.5714286
Oklahoma,Seminole,925.5714286
Oklahoma,Sequoyah,925.5714286
Oklahoma,Stephens,925.5714286
Oklahoma,Texas County,925.5714286
Oklahoma,Tillman,925.5714286
Oklahoma,Tulsa,925.5714286
Oklahoma,Wagoner,925.5714286
Oklahoma,Washington County,925.5714286
Oklahoma,Washita,925.5714286
Oklahoma,Woods,925.5714286
Oklahoma,Woodward,925.5714286
Oregon,Baker,1705.083333
Oregon,Benton,1705.083333
Oregon,Clackamas,1705.083333
Oregon,Clatsop,1705.083333
Oregon,Columbia,1705.083333
Oregon,Coos,1705.083333
Oregon,Crook,1705.083333
Oregon,Curry,1705.083333
Oregon,Deschutes,1705.083333
Oregon,Douglas,1705.083333
Oregon,Gilliam,1705.083333
Oregon,Grant,1705.083333
Oregon,Harney,1705.083333
Oregon,Hood River,1705.083333
Oregon,Jackson,1705.083333
Oregon,Jefferson,1705.083333
Oregon,Josephine,1705.083333
Oregon,Klamath,1705.083333
Oregon,Lake,1705.083333
Oregon,Lane,1705.083333
Oregon,Lincoln,1705.083333
Oregon,Linn,1705.083333
Oregon,Malheur,1705.083333
Oregon,Marion,1705.083333
Oregon,Morrow,1705.083333
Oregon,Multnomah,1705.083333
Oregon,Polk,1705.083333
Oregon,Sherman,1705.083333
Oregon,Tillamook,1705.083333
Oregon,Umatilla,1705.083333
Oregon,Union,1705.083333
Oregon,Wallowa,1705.083333
Oregon,Wasco,1705.083333
Oregon,Washington County,1705.083333
Oregon,Wheeler,1705.083333
Oregon,Yamhill,1705.083333
Pennsylvania,Adams,3528.014925
Pennsylvania,Allegheny,3528.014925
Pennsylvania,Armstrong,3528.014925
Pennsylvania,Beaver,3528.014925
Pennsylvania,Bedford,3528.014925
Pennsylvania,Berks,3528.014925
Pennsylvania,Blair,3528.014925
Pennsylvania,Bradford,3528.014925
Pennsylvania,Bucks,3528.014925
Pennsylvania,Butler,3528.014925
Pennsylvania,Cambria,3528.014925
Pennsylvania,Cameron,3528.014925
Pennsylvania,Carbon,3528.014925
Pennsylvania,Centre,3528.014925
Pennsylvania,Chester,3528.014925
Pennsylvania,Clarion,3528.014925
Pennsylvania,Clearfield,3528.014925
Pennsylvania,Clinton,3528.014925
Pennsylvania,Columbia,3528.014925
Pennsylvania,Crawford,3528.014925
Pennsylvania,Cumberland,3528.014925
Pennsylvania,Dauphin,3528.014925
Pennsylvania,Delaware County,3528.014925
Pennsylvania,Elk,3528.014925
Pennsylvania,Erie,3528.014925
Pennsylvania,Fayette,3528.014925
Pennsylvania,Forest,3528.014925
Pennsylvania,Franklin,3528.014925
Pennsylvania,Fulton,3528.014925
Pennsylvania,Greene,3528.014925
Pennsylvania,Huntingdon,3528.014925
Pennsylvania,Indiana County,3528.014925
Pennsylvania,Jefferson,3528.014925
Pennsylvania,Juniata,3528.014925
Pennsylvania,Lackawanna,3528.014925
Pennsylvania,Lancaster,3528.014925
Pennsylvania,Lawrence,3528.014925
Pennsylvania,Lebanon,3528.014925
Pennsylvania,Lehigh,3528.014925
Pennsylvania,Luzerne,3528.014925
Pennsylvania,Lycoming,3528.014925
Pennsylvania,McKean,3528.014925
Pennsylvania,Mercer,3528.014925
Pennsylvania,Mifflin,3528.014925
Pennsylvania,Monroe,3528.014925
Pennsylvania,Montgomery,3528.014925
Pennsylvania,Montour,3528.014925
Pennsylvania,Northampton,3528.014925
Pennsylvania,Northumberland,3528.014925
